0.089435391,0.059015317,0.091205402,2.038459423,1258.0,0.746777114,0.001662457,176.8691963,0.0
0.18561457,0.3730082,0.095318345,0.641756823,32629.0,1.353780511,0.036482347,15382.65317,0.0
1.74634727,1.808251173,1.74634727,0.940391037,8634.0,0.991511069,1.74634727,4917.175872,0.0
0.105587191,1.649058957,0.656874799,0.8809672,31236.0,0.94271549,0.636911793,1868.157067,0.0
0.260271739,0.928272195,0.221123727,1.498415313,12559.0,0.208298265,0.209091277,0.0,0.0
1.077441446,3.113453848,1.104683499,1.388761858,4949.0,0.601745326,1.285886386,1.055103416,0.0
0.301641534,2.727839098,0.550515313,0.725042094,36291.0,1.275376472,0.071385674,4443.484963,0.0
0.914862262,0.148319681,1.091529638,2.440008642,111769.0,0.097051667,1.213432447,9337.402409,0.0
0.363036855,0.226430079,0.363036855,0.329944361,15296.0,0.057151065,0.363036855,14236.04961,0.0
1.526354938,4.315521496,1.283624512,1.192429479,131295.0,2.255002518,1.137635543,13150.57419,0.0
1.486926266,5.69307574,1.258768139,1.121589822,119379.0,4.706367406,1.091309982,3205.815303,0.0
0.743910432,2.896366412,0.768345884,2.248180231,7837.0,0.576967997,0.302936184,13309.39074,0.0
2.84974878,0.680403054,2.876790394,2.846709247,71809.0,1.551163527,2.84245315,116.1287069,0.0
0.298080306,1.334901276,0.394413033,0.600896518,2260.0,1.291272697,0.411868984,1033.027392,0.0
0.044038373,0.872000135,0.003174095,0.10639686,20656.0,0.546142589,0.150211078,6510.472639,0.0
0.715884193,3.711398195,0.663898618,0.594664906,14192.0,1.389362708,0.575333558,685.9150967,0.0
0.807378087,2.220231594,0.627686406,0.454927013,11849.0,0.626494754,0.81279877,3323.375015,0.0
0.66947852,4.104405176,0.785481332,0.930614549,86770.0,0.286325318,0.507132654,93.39338581,0.0
0.545451577,0.756168889,0.648893463,1.636171174,1763.0,1.235688027,0.777713456,3365.03909,0.0
0.947957648,2.211253229,0.70051102,0.012467595,59449.0,0.443587196,0.616006421,169.2790217,0.0
0.422837424,1.987580991,0.262468789,0.187238498,31376.0,1.272975091,0.240694804,2673.528515,0.0
0.573446168,0.570930734,0.889713549,1.42090428,137031.0,1.068742317,0.647749627,3526.833762,0.0
0.094969485,1.786409573,0.170502048,1.023730852,37077.0,0.135707632,0.016354236,13284.24386,0.0
0.076682634,0.244717593,0.009688588,1.677348647,5298.0,1.324641081,0.013364476,7478.218267,0.0
0.514016886,1.42386805,0.196257242,0.68514116,43417.0,1.877461684,0.520966528,844.8400669,0.0
0.121855003,1.618855902,0.049497824,0.346041077,12536.0,0.156872418,0.024609254,874.6127797,0.0
2.181802542,1.335625407,2.070465582,2.176404911,68587.0,2.530459977,1.870611936,4281.097266,0.0
1.329543802,0.660178561,1.242511242,1.202923577,31204.0,0.188742735,0.991324402,2614.301546,0.0
0.888530197,0.60085402,0.691091503,1.136839143,854.0,1.527846327,0.436048369,1638.172103,0.0
3.603771505,0.746785745,3.4074091,1.376784411,77538.0,2.168461507,3.267735164,314.3681137,0.0
1.196144377,1.214861218,1.057308566,0.37211753,3562.0,0.005333705,1.000064916,8472.013601,0.0
0.285699411,2.56258138,0.345176343,1.836396409,23802.0,2.004311228,0.035362577,3010.908567,0.0
0.524565657,9.295861867,0.524565657,0.378743956,36520.0,5.707658113,0.437104499,42.29414693,0.0
1.002494157,0.108328379,1.13512193,0.998245075,15732.0,1.701351178,1.005204759,4276.719707,0.0
0.469431695,1.546305855,0.397859333,0.440912941,104996.0,0.513919948,0.29119679,4409.474455,0.0
0.339312492,0.411388812,0.276908929,0.068516221,42691.0,1.989548674,0.080762849,1787.342205,0.0
0.494349849,0.004712517,0.869668327,0.240274145,41786.0,0.460523075,0.069145986,16868.64093,0.0
0.197955746,0.30863105,0.102522284,0.454838313,9888.0,0.70684576,0.41655641,789.4508335,0.0
0.523021995,1.082485008,0.40671278,2.46689341,29925.0,2.086303515,0.058468131,313.3458632,0.0
0.013363039,0.172353663,0.187297509,1.863141478,163101.0,0.005804718,0.916776885,3538.350482,0.0
0.506183662,1.45030595,0.636597901,0.730269406,29530.0,1.690887347,0.391186316,923.9097933,0.0
0.309825872,4.218897537,0.450427492,1.252794147,28405.0,0.298907928,0.478232846,1.557763865,0.0
0.579867325,4.648128875,1.603690957,1.222343339,75665.0,0.307103077,1.293463095,9064.909733,0.0
2.037761304,0.557212922,2.173998308,3.391136672,168634.0,0.600902863,2.187624539,1452.144104,0.0
1.98204296,0.68520087,2.080749047,2.171294069,158012.0,2.146664927,1.597791234,33416.63602,0.0
0.722716824,1.696341767,0.396909464,0.548847544,39263.0,1.328085497,0.342521554,11868.053,0.0
0.256803748,0.052519067,0.194272347,1.850362674,8713.0,0.758563633,0.160177398,4056.213384,0.0
0.005861991,1.300591657,0.033340324,1.138048028,2142.0,0.551206822,0.148296316,14626.96881,0.0
0.737447962,0.917020692,0.737447962,0.794526334,2738.0,1.125232553,0.737447962,2123.463405,0.0
0.696261987,0.789214617,1.115392787,0.176503537,20042.0,1.267441005,0.175312973,23772.94652,0.0
0.646032569,1.358712552,0.488678017,0.469421151,24805.0,1.433393121,0.55357895,9020.950072,0.0
0.532270344,0.633890859,0.532270344,0.332711067,3326.0,0.503402983,0.532270344,9679.185573,0.0
0.382874074,0.004340499,0.444137731,1.391016837,6192.0,0.804908173,0.486039553,418.6860885,0.0
0.676538262,0.505996143,0.582370861,0.586101276,49326.0,1.639160293,0.363965356,61.85669141,0.0
0.237520944,0.166368781,0.167606002,0.469414183,36136.0,0.519631334,0.021938178,0.0,0.0
0.536746673,0.241379609,0.181719294,0.43993617,16511.0,0.048722521,0.269394778,4744.931288,0.0
2.596816796,0.386698085,2.508682548,2.980827882,123101.0,0.341229757,2.397423572,0.0,0.0
1.169587189,1.213578935,1.169587189,0.190201555,17625.0,1.452941357,1.169587189,314.4127467,0.0
0.373868217,1.054303125,0.366205864,0.127136579,18075.0,0.398589995,0.284578687,20326.6226,0.0
1.287103272,2.051374444,1.287103272,0.038566792,16566.0,2.666685834,1.287103272,11897.56244,0.0
