timestamp,value,label
2014-07-13 16:01:00,566772.0,0.0
2014-07-13 16:02:00,559972.0,0.0
2014-07-13 16:03:00,549742.0,0.0
2014-07-13 16:04:00,548742.0,0.0
2014-07-13 16:05:00,541921.0,0.0
2014-07-13 16:06:00,538697.0,0.0
2014-07-13 16:07:00,542858.0,0.0
2014-07-13 16:08:00,540534.0,0.0
2014-07-13 16:09:00,534546.0,0.0
2014-07-13 16:10:00,530967.0,0.0
2014-07-13 16:11:00,530030.0,0.0
2014-07-13 16:12:00,523075.0,0.0
2014-07-13 16:13:00,524434.0,0.0
2014-07-13 16:14:00,517850.0,0.0
2014-07-13 16:15:00,512330.0,0.0
2014-07-13 16:16:00,510888.0,0.0
2014-07-13 16:17:00,505119.0,0.0
2014-07-13 16:18:00,501926.0,0.0
2014-07-13 16:19:00,499506.0,0.0
2014-07-13 16:20:00,502319.0,0.0
2014-07-13 16:21:00,494538.0,0.0
2014-07-13 16:22:00,492696.0,0.0
2014-07-13 16:23:00,484637.0,0.0
2014-07-13 16:24:00,478348.0,0.0
2014-07-13 16:25:00,483270.0,0.0
2014-07-13 16:26:00,475429.0,0.0
2014-07-13 16:27:00,478086.0,0.0
2014-07-13 16:28:00,480365.0,0.0
2014-07-13 16:29:00,471928.0,0.0
2014-07-13 16:30:00,466146.0,0.0
2014-07-13 16:31:00,462977.0,0.0
2014-07-13 16:32:00,459811.0,0.0
2014-07-13 16:33:00,455136.0,0.0
2014-07-13 16:34:00,452346.0,0.0
2014-07-13 16:35:00,449783.0,0.0
2014-07-13 16:36:00,442312.0,0.0
2014-07-13 16:37:00,440552.0,0.0
2014-07-13 16:38:00,436781.0,0.0
2014-07-13 16:39:00,431222.0,0.0
2014-07-13 16:40:00,429850.0,0.0
2014-07-13 16:41:00,428603.0,0.0
2014-07-13 16:42:00,427577.0,0.0
2014-07-13 16:43:00,426842.0,0.0
2014-07-13 16:44:00,424896.0,0.0
2014-07-13 16:45:00,425072.0,0.0
2014-07-13 16:46:00,418824.0,0.0
2014-07-13 16:47:00,416556.0,0.0
2014-07-13 16:48:00,405797.0,0.0
2014-07-13 16:49:00,401183.0,0.0
2014-07-13 16:50:00,398248.0,0.0
2014-07-13 16:51:00,394075.0,0.0
2014-07-13 16:52:00,386785.0,0.0
2014-07-13 16:53:00,389127.0,0.0
2014-07-13 16:54:00,384442.0,0.0
2014-07-13 16:55:00,379834.0,0.0
